Gender,Attrition/Retention ,Age group,Department,Education Switch Calc,Job Role,Attrition,Attrition Label,Education,Education Field,Switch Attrition/Retention ,0,Age,Attrition Count,Employee Count,Job Involvement,Job Level,Job Satisfaction,Relationship Satisfaction,Work Life Balance,Environment Satisfaction,Attrition,CF_current Employee,Total Working Years,Years In Current Role,Monthly Income,
Female,Retention,< 25,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,22,,1,3,1,2,4,3,1,No,1,2,1,2244,
Male,Retention,35-44,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Medical,TRUE,0,36,,1,2,3,3,2,3,2,No,1,10,9,7596,
Male,Attrition,25-34,R & D,Bachelor's Degree,Research Scientist,Yes,Attrited Employees,Bachelor's Degree,Technical Degree,TRUE,0,30,1,1,3,1,4,3,3,3,Yes,0,3,0,2285,
Female,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,37,,1,3,1,1,3,2,4,No,1,18,7,3034,
Female,Retention,35-44,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Marketing,TRUE,0,40,,1,3,2,2,3,3,4,No,1,8,4,5715,
Female,Retention,35-44,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,42,,1,3,1,1,2,3,2,No,1,8,2,2576,
Male,Retention,35-44,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,37,,1,3,2,2,4,2,3,No,1,18,0,4197,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,43,,1,2,4,2,3,3,1,No,1,25,10,14336,
Female,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,40,,1,2,2,3,2,3,2,No,1,20,0,3448,
Male,Retention,45-55,R & D,Associates Degree,Research Director,No,Current Employees,Associates Degree,Medical,TRUE,0,54,,1,3,5,1,3,2,1,No,1,24,2,19406,
Female,Retention,25-34,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Marketing,TRUE,0,34,,1,3,2,3,1,3,3,No,1,6,2,6538,
Female,Retention,25-34,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Medical,TRUE,0,31,,1,3,2,1,2,1,2,No,1,13,10,4306,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,43,,1,3,1,4,1,3,4,No,1,8,2,2258,
Female,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Other,TRUE,0,43,,1,3,2,3,4,3,3,No,1,8,2,4522,
Female,Retention,25-34,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,25,,1,2,2,4,2,3,2,No,1,5,4,4487,
Female,Retention,35-44,R & D,Doctoral Degree,Research Scientist,No,Current Employees,Doctoral Degree,Medical,TRUE,0,37,,1,3,2,3,1,3,2,No,1,15,11,4449,
Male,Retention,25-34,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,31,,1,2,1,1,3,3,4,No,1,4,2,2218,
Male,Retention,35-44,R & D,High School,Manager,No,Current Employees,High School,Life Sciences,TRUE,0,39,,1,3,5,3,3,3,2,No,1,21,8,19197,
Female,Retention,> 55,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,56,,1,4,4,1,4,2,3,No,1,36,7,13212,
Female,Retention,25-34,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,30,,1,3,2,3,2,3,2,No,1,6,4,6577,
Male,Retention,35-44,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,41,,1,4,3,1,3,3,2,No,1,10,7,8392,
Male,Retention,25-34,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Medical,TRUE,0,28,,1,3,2,1,4,3,3,No,1,10,0,4558,
Male,Attrition,25-34,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Medical,TRUE,0,25,1,1,3,1,1,3,3,1,Yes,0,6,2,4031,
Male,Retention,45-55,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,52,,1,2,3,3,3,3,4,No,1,28,4,7969,
Male,Retention,45-55,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,45,,1,3,1,4,4,2,1,No,1,8,2,2654,
Female,Retention,45-55,R & D,Associates Degree,Manager,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,52,,1,3,4,4,4,1,4,No,1,31,2,16555,
Female,Retention,35-44,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,42,,1,3,2,3,2,3,1,No,1,19,4,4556,
Female,Retention,25-34,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,30,,1,1,2,4,3,3,3,No,1,11,4,6091,
Female,Retention,> 55,R & D,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,60,,1,3,5,1,4,1,1,No,1,33,8,19566,
Female,Retention,45-55,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,46,,1,3,2,3,3,2,3,No,1,19,7,4810,
Female,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,42,,1,2,2,4,4,4,4,No,1,7,5,4523,
Female,Attrition,< 25,Sales,High School,Sales Representative,Yes,Attrited Employees,High School,Technical Degree,TRUE,0,24,1,1,3,1,2,2,3,1,Yes,0,6,3,3202,
Female,Attrition,25-34,Sales,Associates Degree,Sales Representative,Yes,Attrited Employees,Associates Degree,Marketing,TRUE,0,34,1,1,1,1,3,4,2,4,Yes,0,3,2,2351,
Male,Retention,35-44,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,38,,1,3,1,4,3,3,4,No,1,1,0,1702,
Female,Retention,35-44,Sales,Master's Degree,Manager,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,40,,1,3,5,3,4,3,3,No,1,21,15,18041,
Female,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,26,,1,3,1,4,2,1,1,No,1,3,2,2886,
Male,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,30,,1,3,1,4,3,1,3,No,1,9,3,2097,
Male,Retention,25-34,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Medical,TRUE,0,29,,1,2,3,3,3,3,2,No,1,10,2,11935,
Female,Attrition,25-34,R & D,Doctoral Degree,Research Scientist,Yes,Attrited Employees,Doctoral Degree,Technical Degree,TRUE,0,29,1,1,2,1,2,2,4,3,Yes,0,6,2,2546,
Male,Attrition,< 25,HR,Associates Degree,Human Resources,Yes,Attrited Employees,Associates Degree,Technical Degree,TRUE,0,19,1,1,2,1,4,3,4,1,Yes,0,1,0,2564,
Female,Retention,25-34,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Other,TRUE,0,30,,1,3,3,1,3,3,3,No,1,10,8,8412,
Male,Retention,> 55,Sales,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,57,,1,2,4,4,3,2,1,No,1,32,0,14118,
Male,Retention,45-55,R & D,Master's Degree,Manager,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,50,,1,2,4,3,2,3,2,No,1,28,10,17046,
Female,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,30,,1,3,1,4,3,2,3,No,1,12,7,2564,
Female,Retention,> 55,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,60,,1,2,3,1,4,4,3,No,1,22,13,10266,
Female,Retention,45-55,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Medical,TRUE,0,47,,1,3,2,4,3,3,1,No,1,20,0,5070,
Male,Retention,45-55,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,46,,1,3,4,3,3,1,1,No,1,26,2,17861,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,35,,1,1,1,3,3,3,4,No,1,6,4,4230,
Female,Retention,45-55,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,54,,1,3,2,3,3,3,3,No,1,19,0,3780,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,34,,1,2,1,3,3,3,4,No,1,14,3,2768,
Female,Retention,45-55,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,46,,1,2,3,4,3,3,3,No,1,15,2,9071,
Male,Retention,25-34,R & D,High School,Manufacturing Director,No,Current Employees,High School,Life Sciences,TRUE,0,31,,1,3,3,2,4,4,3,No,1,13,8,10648,
Male,Attrition,25-34,R & D,High School,Manager,Yes,Attrited Employees,High School,Medical,TRUE,0,33,1,1,3,3,3,4,4,2,Yes,0,15,6,13610,
Male,Attrition,25-34,R & D,High School,Laboratory Technician,Yes,Attrited Employees,High School,Medical,TRUE,0,33,1,1,1,1,4,1,3,1,Yes,0,8,3,3408,
Male,Retention,25-34,Sales,High School,Sales Representative,No,Current Employees,High School,Marketing,TRUE,0,30,,1,3,1,2,1,3,4,No,1,4,2,2983,
Male,Retention,35-44,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,35,,1,3,3,3,3,3,4,No,1,10,7,7632,
Male,Attrition,25-34,R & D,Bachelor's Degree,Healthcare Representative,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,31,1,1,3,3,3,1,3,1,Yes,0,12,0,9824,
Female,Attrition,25-34,HR,Bachelor's Degree,Human Resources,Yes,Attrited Employees,Bachelor's Degree,Human Resources,TRUE,0,34,1,1,3,3,1,3,3,2,Yes,0,11,2,9950,
Male,Retention,35-44,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Other,TRUE,0,42,,1,3,1,3,4,3,2,No,1,8,2,2093,
Male,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Medical,TRUE,0,36,,1,3,3,4,4,2,2,No,1,10,3,9980,
Male,Attrition,< 25,R & D,High School,Laboratory Technician,Yes,Attrited Employees,High School,Technical Degree,TRUE,0,22,1,1,2,1,3,3,3,3,Yes,0,4,2,3894,
Female,Retention,45-55,Sales,Doctoral Degree,Sales Executive,No,Current Employees,Doctoral Degree,Marketing,TRUE,0,48,,1,3,2,4,1,3,2,No,1,14,7,4051,
Female,Retention,45-55,Sales,Doctoral Degree,Manager,No,Current Employees,Doctoral Degree,Life Sciences,TRUE,0,55,,1,3,4,2,4,3,1,No,1,37,9,16835,
Male,Retention,35-44,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,41,,1,3,2,4,4,3,4,No,1,16,3,6230,
Male,Retention,35-44,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,35,,1,3,2,3,3,3,2,No,1,15,9,4717,
Female,Retention,35-44,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,40,,1,3,4,3,3,3,2,No,1,22,6,13237,
Female,Retention,35-44,R & D,High School,Laboratory Technician,No,Current Employees,High School,Life Sciences,TRUE,0,39,,1,3,1,3,1,3,3,No,1,8,3,3755,
Male,Retention,25-34,Sales,High School,Sales Executive,No,Current Employees,High School,Life Sciences,TRUE,0,31,,1,3,2,4,3,4,2,No,1,10,5,6582,
Male,Retention,35-44,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,42,,1,3,3,1,4,2,4,No,1,10,9,7406,
Male,Retention,45-55,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Other,TRUE,0,45,,1,3,2,2,2,4,4,No,1,9,7,4805,
Female,Attrition,25-34,HR,Master's Degree,Human Resources,Yes,Attrited Employees,Master's Degree,Life Sciences,TRUE,0,26,1,1,3,1,3,2,2,2,Yes,0,8,7,2741,
Male,Retention,25-34,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,29,,1,3,2,4,2,4,4,No,1,8,2,4262,
Female,Retention,25-34,R & D,Doctoral Degree,Research Director,No,Current Employees,Doctoral Degree,Medical,TRUE,0,33,,1,4,4,3,3,3,1,No,1,10,1,16184,
Male,Retention,25-34,Sales,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,31,,1,2,3,4,3,2,3,No,1,10,4,11557,
Male,Attrition,< 25,Sales,Bachelor's Degree,Sales Representative,Yes,Attrited Employees,Bachelor's Degree,Marketing,TRUE,0,18,1,1,3,1,2,4,3,2,Yes,0,0,0,1878,
Male,Retention,35-44,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Other,TRUE,0,40,,1,1,3,1,3,3,3,No,1,20,0,10932,
Female,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Other,TRUE,0,41,,1,2,2,3,1,3,1,No,1,10,7,6811,
Male,Retention,25-34,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Medical,TRUE,0,26,,1,3,2,3,1,3,1,No,1,8,0,4306,
Female,Retention,35-44,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,35,,1,3,2,3,4,3,1,No,1,5,4,4859,
Male,Retention,25-34,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,34,,1,4,2,4,4,3,4,No,1,10,7,5337,
Male,Attrition,25-34,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Technical Degree,TRUE,0,26,1,1,1,1,4,2,1,3,Yes,0,1,0,2340,
Female,Retention,35-44,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,37,,1,3,3,4,4,4,2,No,1,12,5,7491,
Female,Retention,45-55,R & D,High School,Healthcare Representative,No,Current Employees,High School,Medical,TRUE,0,46,,1,3,3,3,4,2,1,No,1,28,2,10527,
Female,Retention,35-44,Sales,Doctoral Degree,Manager,No,Current Employees,Doctoral Degree,Life Sciences,TRUE,0,41,,1,3,4,1,2,3,2,No,1,22,16,16595,
Male,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Medical,TRUE,0,37,,1,3,3,2,4,3,1,No,1,9,5,8834,
Male,Retention,45-55,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Technical Degree,TRUE,0,52,,1,3,2,1,2,3,4,No,1,18,9,5577,
Male,Attrition,25-34,Sales,Master's Degree,Sales Executive,Yes,Attrited Employees,Master's Degree,Other,TRUE,0,32,1,1,4,2,3,4,3,4,Yes,0,6,2,4707,
Male,Retention,< 25,Sales,Bachelor's Degree,Sales Representative,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,24,,1,3,1,4,3,3,4,No,1,3,2,2400,
Female,Retention,35-44,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,38,,1,3,2,3,3,3,3,No,1,18,0,9824,
Female,Retention,35-44,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,37,,1,3,2,2,2,2,2,No,1,8,5,6447,
Male,Retention,45-55,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,49,,1,2,5,3,3,3,4,No,1,31,9,19502,
Male,Retention,< 25,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,24,,1,4,1,4,2,3,2,No,1,6,5,2725,
Male,Retention,25-34,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Marketing,TRUE,0,26,,1,3,2,2,4,4,1,No,1,6,3,6272,
Male,Retention,< 25,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Other,TRUE,0,24,,1,2,1,2,4,3,4,No,1,1,0,2127,
Male,Retention,45-55,HR,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,50,,1,3,5,2,3,3,1,No,1,32,5,18200,
Male,Retention,25-34,Sales,High School,Sales Representative,No,Current Employees,High School,Medical,TRUE,0,25,,1,3,1,3,3,3,2,No,1,7,4,2096,
Female,Attrition,< 25,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,24,1,1,3,1,3,4,3,1,Yes,0,6,3,2886,
Male,Attrition,25-34,Sales,Master's Degree,Sales Representative,Yes,Attrited Employees,Master's Degree,Life Sciences,TRUE,0,30,1,1,2,1,1,3,4,2,Yes,0,1,0,2033,
Male,Retention,25-34,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,34,,1,2,1,4,4,3,2,No,1,6,5,3622,
Male,Attrition,25-34,Sales,Master's Degree,Sales Executive,Yes,Attrited Employees,Master's Degree,Medical,TRUE,0,31,1,1,3,2,1,3,1,2,Yes,0,9,1,4233,
Male,Retention,35-44,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Other,TRUE,0,35,,1,2,2,4,4,3,1,No,1,9,2,3681,
Male,Retention,25-34,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Medical,TRUE,0,31,,1,4,2,4,4,4,1,No,1,13,7,5460,
Female,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Medical,TRUE,0,27,,1,2,1,3,3,2,1,No,1,6,3,2187,
Male,Retention,35-44,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,37,,1,3,2,3,3,2,4,No,1,17,0,9602,
Female,Retention,< 25,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,20,,1,2,1,2,4,4,4,No,1,1,0,2836,
Female,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,42,,1,3,2,4,2,3,3,No,1,10,2,4089,
Male,Retention,35-44,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Other,TRUE,0,43,,1,2,4,4,3,2,2,No,1,21,0,16627,
Female,Retention,35-44,R & D,High School,Research Scientist,No,Current Employees,High School,Life Sciences,TRUE,0,38,,1,3,1,1,4,2,3,No,1,8,0,2619,
Male,Retention,35-44,R & D,Doctoral Degree,Laboratory Technician,No,Current Employees,Doctoral Degree,Medical,TRUE,0,43,,1,3,2,3,2,3,4,No,1,10,7,5679,
Female,Retention,45-55,R & D,Master's Degree,Manager,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,48,,1,2,4,1,1,1,4,No,1,21,2,15402,
Female,Retention,35-44,HR,Master's Degree,Human Resources,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,44,,1,2,2,3,2,4,1,No,1,10,2,5985,
Female,Retention,25-34,Sales,Bachelor's Degree,Sales Representative,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,34,,1,3,1,3,4,3,3,No,1,8,2,2579,
Male,Attrition,25-34,Sales,High School,Sales Representative,Yes,Attrited Employees,High School,Marketing,TRUE,0,27,1,1,3,1,1,2,3,3,Yes,0,5,3,3041,
Male,Retention,< 25,Sales,High School,Sales Representative,No,Current Employees,High School,Technical Degree,TRUE,0,21,,1,3,1,3,3,3,3,No,1,3,2,3447,
Male,Retention,35-44,R & D,Master's Degree,Manager,No,Current Employees,Master's Degree,Other,TRUE,0,44,,1,3,5,4,1,4,4,No,1,26,2,19513,
Male,Retention,< 25,R & D,High School,Research Scientist,No,Current Employees,High School,Medical,TRUE,0,22,,1,3,1,3,4,3,1,No,1,3,2,2773,
Male,Retention,25-34,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Marketing,TRUE,0,33,,1,3,2,3,4,3,3,No,1,6,0,7104,
Female,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,32,,1,3,2,4,4,2,1,No,1,6,4,6322,
Female,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,30,,1,3,1,3,3,3,3,No,1,1,0,2083,
Female,Retention,45-55,Sales,High School,Sales Executive,No,Current Employees,High School,Medical,TRUE,0,53,,1,3,2,1,4,4,4,No,1,18,7,8381,
Male,Retention,25-34,R & D,Doctoral Degree,Research Scientist,No,Current Employees,Doctoral Degree,Life Sciences,TRUE,0,34,,1,3,1,4,4,2,2,No,1,10,9,2691,
Female,Attrition,45-55,Sales,Master's Degree,Sales Executive,Yes,Attrited Employees,Master's Degree,Life Sciences,TRUE,0,45,1,1,3,2,1,4,3,1,Yes,0,5,1,4286,
Female,Retention,25-34,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,26,,1,3,1,4,3,3,3,No,1,3,2,2659,
Male,Retention,35-44,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Other,TRUE,0,37,,1,3,3,3,3,3,3,No,1,10,7,9434,
Female,Retention,25-34,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Medical,TRUE,0,29,,1,3,2,3,1,2,2,No,1,6,0,5561,
Male,Retention,35-44,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,35,,1,1,2,4,2,3,2,No,1,17,11,6646,
Male,Retention,25-34,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,33,,1,3,2,4,3,1,3,No,1,15,11,7725,
Male,Retention,45-55,HR,Master's Degree,Human Resources,No,Current Employees,Master's Degree,Medical,TRUE,0,54,,1,3,3,2,3,4,3,No,1,16,7,10725,
Male,Retention,35-44,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Medical,TRUE,0,36,,1,2,2,2,3,3,2,No,1,13,2,8847,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Medical,TRUE,0,27,,1,2,1,4,4,3,1,No,1,5,2,2045,
Male,Attrition,< 25,R & D,High School,Research Scientist,Yes,Attrited Employees,High School,Medical,TRUE,0,20,1,1,3,1,3,4,3,4,Yes,0,1,0,1009,
Male,Attrition,25-34,R & D,Bachelor's Degree,Research Scientist,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,33,1,1,3,1,1,1,3,1,Yes,0,10,8,3348,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,35,,1,2,1,3,3,3,3,No,1,1,0,1281,
Male,Retention,< 25,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,23,,1,4,1,1,1,4,1,No,1,5,2,2819,
Male,Retention,25-34,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,25,,1,4,2,2,3,3,4,No,1,4,2,4851,
Female,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Marketing,TRUE,0,38,,1,2,2,4,1,3,4,No,1,8,7,4028,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,29,,1,1,1,4,4,3,2,No,1,10,7,2720,
Male,Retention,45-55,Sales,High School,Sales Executive,No,Current Employees,High School,Marketing,TRUE,0,48,,1,4,2,2,4,3,2,No,1,12,2,8120,
Female,Retention,25-34,Sales,High School,Sales Executive,No,Current Employees,High School,Medical,TRUE,0,27,,1,4,2,4,2,3,4,No,1,6,5,4647,
Male,Retention,35-44,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,37,,1,4,1,4,1,3,4,No,1,4,0,4680,
Male,Retention,45-55,R & D,High School,Laboratory Technician,No,Current Employees,High School,Medical,TRUE,0,50,,1,4,1,3,3,3,4,No,1,20,8,3221,
Female,Retention,25-34,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,34,,1,2,3,2,2,4,4,No,1,9,7,8621,
Female,Attrition,< 25,Sales,Associates Degree,Sales Executive,Yes,Attrited Employees,Associates Degree,Life Sciences,TRUE,0,24,1,1,3,2,3,1,3,1,Yes,0,4,2,4577,
Female,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,39,,1,2,2,3,1,3,4,No,1,20,7,4553,
Male,Retention,25-34,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,32,,1,3,2,4,4,2,4,No,1,10,7,5396,
Male,Attrition,45-55,Sales,Associates Degree,Sales Executive,Yes,Attrited Employees,Associates Degree,Technical Degree,TRUE,0,50,1,1,3,2,3,1,3,2,Yes,0,18,3,6796,
Female,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,38,,1,4,2,4,3,2,2,No,1,10,7,7625,
Female,Retention,25-34,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,27,,1,3,3,1,4,3,3,No,1,9,7,7412,
Female,Retention,25-34,R & D,Associates Degree,Research Director,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,32,,1,3,3,4,4,3,3,No,1,10,7,11159,
Male,Retention,45-55,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Marketing,TRUE,0,47,,1,3,2,1,4,3,4,No,1,20,7,4960,
Male,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,40,,1,2,3,1,3,3,4,No,1,20,13,10475,
Male,Retention,45-55,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,53,,1,4,4,3,3,3,3,No,1,32,1,14814,
Male,Retention,35-44,HR,Master's Degree,Manager,No,Current Employees,Master's Degree,Human Resources,TRUE,0,41,,1,2,5,4,2,2,2,No,1,23,6,19141,
Male,Retention,> 55,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Marketing,TRUE,0,60,,1,3,2,1,4,3,1,No,1,10,2,5405,
Male,Retention,25-34,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,27,,1,3,3,1,3,2,4,No,1,9,7,8793,
Male,Retention,35-44,HR,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Human Resources,TRUE,0,41,,1,2,5,3,2,3,4,No,1,22,7,19189,
